ParticipantId,gender,Experimental_condition,wave,round,position,order,match,int_corr,samerace,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,imprace,imprelig,income,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,dec,attr,sinc,intel,fun,amb,shar,like,prob
56,0,1,3,10,5,10,0,-0.06,1,25,30,0,30,30,10,0,0,8,10,8,8,10,5,7,1,2,23,11,10,9,41466.00,1,3,1,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3,15,0,3,10,7,3,5,2,3,3
56,0,1,3,10,5,6,0,0.37,0,24,20,20,20,20,10,10,1,8,6,6,7,7,5,6,5,2,23,11,10,9,41466.00,1,3,1,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4,3,15,0,3,10,9,2,9,3,3,6
57,0,1,3,10,4,6,0,0.23,0,29,20,25,15,15,53,20,0,4,7,7,6,6,5,5,5,2,22,11,10,10,,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,12,0,8,7,7,7,7,7,8,7
57,0,1,3,10,4,2,0,-0.01,0,22,20,15,20,20,5,10,0,5,10,7,5,4,1,5,1,2,22,11,10,10,,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,12,0,8,8,8,7,8,1,5,5
57,0,1,3,10,4,7,0,0.68,0,27,21,17,22,20,8,13,0,5,6,6,5,5,4,4,0,2,22,11,10,10,,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,12,0,7,6,9,7,7,7,8,7
57,0,1,3,10,4,8,0,-0.31,1,28,50,10,30,10,0,0,0,4,7,7,5,5,,4,2,2,22,11,10,10,,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,12,0,9,8,7,8,9,9,9,7
57,0,1,3,10,4,3,0,0.02,1,26,25,10,20,20,15,10,0,5,8,7,5,5,4,7,2,2,22,11,10,10,,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,12,1,8,10,10,10,10,10,10,8
57,0,1,3,10,4,1,1,-0.34,1,21,60,15,0,15,0,10,1,6,9,8,6,8,6,9,3,2,22,11,10,10,,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,12,1,10,9,9,8,8,7,8,7
57,0,1,3,10,4,10,0,0.44,1,22,21,20,19,20,10,10,0,5,8,8,7,7,7,6,6,2,22,11,10,10,,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,12,1,10,10,10,10,9,9,8,7
57,0,1,3,10,4,4,0,-0.58,1,22,30,10,20,30,0,10,0,6,8,6,6,6,5,5,6,2,22,11,10,10,,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,12,1,10,10,10,10,10,9,8,7
57,0,1,3,10,4,9,0,0.34,1,25,30,0,30,30,10,0,0,7,6,6,8,6,5,5,2,2,22,11,10,10,,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,12,0,8,9,10,10,9,10,9,8
57,0,1,3,10,4,5,0,0.23,0,24,20,20,20,20,10,10,1,6,8,7,6,5,5,6,5,2,22,11,10,10,,3,5,2,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9,9,12,0,8,8,10,10,9,7,8,8
58,0,1,3,10,7,9,0,,0,29,20,25,15,15,53,20,1,5,8,8,,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,9,9,8,8,5,5,9
58,0,1,3,10,7,5,0,,0,22,20,15,20,20,5,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,7,8,5,,4,6,7
58,0,1,3,10,7,10,0,,0,27,21,17,22,20,8,13,0,6,7,5,6,5,6,7,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,9,8,7,5,5,8
58,0,1,3,10,7,1,0,,0,28,50,10,30,10,0,0,0,4,7,4,2,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,8,9,9,7,8,8,9
58,0,1,3,10,7,6,0,,0,26,25,10,20,20,15,10,0,6,6,7,8,6,7,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,9,9,9,9,5,5,9
58,0,1,3,10,7,4,1,,0,21,60,15,0,15,0,10,1,6,7,6,8,9,6,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,8,9,5,9,7,7,9
58,0,1,3,10,7,3,0,,0,22,21,20,19,20,10,10,1,6,7,7,7,6,6,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,9,9,6,5,4,6,8
58,0,1,3,10,7,7,0,,0,22,30,10,20,30,0,10,0,5,7,7,6,6,5,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,8,8,7,8,4,4,8
58,0,1,3,10,7,2,1,,0,25,30,0,30,30,10,0,1,8,8,7,8,5,9,7,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,9,4,8,5,5,8
58,0,1,3,10,7,8,0,,0,24,20,20,20,20,10,10,1,7,6,6,6,8,5,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,9,5,5,4,4,8
59,0,1,3,10,8,10,0,,0,29,20,25,15,15,53,20,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
59,0,1,3,10,8,6,0,,0,22,20,15,20,20,5,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
59,0,1,3,10,8,1,0,,0,27,21,17,22,20,8,13,0,5,7,6,4,4,6,5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,9,2,9,6,3,3
59,0,1,3,10,8,2,0,,0,28,50,10,30,10,0,0,0,5,8,6,6,,4,6,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,6,6,6,4,6,8
59,0,1,3,10,8,7,0,,0,26,25,10,20,20,15,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
59,0,1,3,10,8,5,0,,0,21,60,15,0,15,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
59,0,1,3,10,8,4,0,,0,22,21,20,19,20,10,10,0,6,7,7,3,5,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,0,2,2,0,4
59,0,1,3,10,8,8,0,,0,22,30,10,20,30,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
59,0,1,3,10,8,3,0,,0,25,30,0,30,30,10,0,0,7,7,7,2,3,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,3,0,5,0,0,2
59,0,1,3,10,8,9,0,,0,24,20,20,20,20,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
60,0,1,3,10,6,8,1,0.16,0,29,20,25,15,15,53,20,1,5,8,7,8,8,6,6,6,2,29,3,3,10,,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4,10,1,9,10,10,5,,,8,5
60,0,1,3,10,6,4,0,0.03,1,22,20,15,20,20,5,10,0,6,6,5,10,7,6,6,5,2,29,3,3,10,,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4,10,0,7,10,10,3,,3,4,2
60,0,1,3,10,6,9,0,0.28,0,27,21,17,22,20,8,13,0,3,6,5,4,6,4,4,5,2,29,3,3,10,,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4,10,0,5,1,9,1,1,1,2,1
60,0,1,3,10,6,10,0,0.12,0,28,50,10,30,10,0,0,0,4,7,7,4,4,,3,3,2,29,3,3,10,,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4,10,1,9,9,10,9,,4,9,6
60,0,1,3,10,6,5,0,0.45,0,26,25,10,20,20,15,10,0,6,6,6,8,6,5,7,2,2,29,3,3,10,,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4,10,0,6,10,10,8,8,8,6,2
60,0,1,3,10,6,3,0,-0.34,0,21,60,15,0,15,0,10,0,4,8,6,6,5,1,2,0,2,29,3,3,10,,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4,10,0,2,10,10,1,7,2,3,1
60,0,1,3,10,6,2,0,0.61,0,22,21,20,19,20,10,10,0,5,8,7,6,5,5,5,6,2,29,3,3,10,,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4,10,0,10,4,8,1,1,3,3,1
60,0,1,3,10,6,6,0,-0.13,0,22,30,10,20,30,0,10,0,4,7,6,6,7,5,5,7,2,29,3,3,10,,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4,10,1,7,10,10,9,,4,8,4
60,0,1,3,10,6,1,0,0.41,0,25,30,0,30,30,10,0,0,6,8,8,7,7,5,5,1,2,29,3,3,10,,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4,10,1,9,10,10,9,10,8,8,8
60,0,1,3,10,6,7,0,0.29,1,24,20,20,20,20,10,10,1,5,6,7,6,5,5,5,5,2,29,3,3,10,,4,6,2,3,1,9,9,5,5,3,1,5,5,2,10,7,6,9,5,5,4,10,0,2,10,10,5,,5,7,3
61,0,1,3,10,9,1,0,0.39,0,29,20,25,15,15,53,20,0,3,6,,5,6,5,4,6,2,28,7,1,5,23988.00,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5,5,0,5,8,7,8,8,3,5,4
61,0,1,3,10,9,7,0,-0.04,0,22,20,15,20,20,5,10,0,0,6,5,4,3,2,1,5,2,28,7,1,5,23988.00,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5,5,0,6,8,7,8,7,3,5,4
61,0,1,3,10,9,2,0,0.8,0,27,21,17,22,20,8,13,0,4,6,6,5,5,2,5,0,2,28,7,1,5,23988.00,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5,5,0,7,7,8,7,8,6,5,3
61,0,1,3,10,9,3,0,-0.18,1,28,50,10,30,10,0,0,0,2,8,8,4,6,3,4,4,2,28,7,1,5,23988.00,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5,5,1,8,8,8,8,8,5,8,4
61,0,1,3,10,9,8,0,0.14,1,26,25,10,20,20,15,10,0,5,8,9,7,5,5,6,2,2,28,7,1,5,23988.00,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5,5,0,6,5,6,8,8,4,5,2
61,0,1,3,10,9,6,1,-0.47,1,21,60,15,0,15,0,10,1,6,6,8,7,7,2,8,0,2,28,7,1,5,23988.00,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5,5,1,6,9,8,8,8,5,6,4
61,0,1,3,10,9,5,0,0.41,1,22,21,20,19,20,10,10,0,5,8,7,5,6,5,6,7,2,28,7,1,5,23988.00,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5,5,0,7,7,8,8,8,5,6,4
61,0,1,3,10,9,9,0,-0.56,1,22,30,10,20,30,0,10,0,3,7,7,3,6,5,3,3,,28,7,1,5,23988.00,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5,5,0,6,5,7,8,9,4,4,2
61,0,1,3,10,9,4,0,0.53,1,25,30,0,30,30,10,0,0,5,9,10,7,8,7,7,6,2,28,7,1,5,23988.00,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5,5,0,5,8,8,8,7,4,7,5
61,0,1,3,10,9,10,1,0.28,0,24,20,20,20,20,10,10,1,6,7,8,6,5,7,6,6,2,28,7,1,5,23988.00,1,5,2,1,1,5,10,10,10,5,1,5,10,6,10,10,8,10,8,7,5,5,1,6,8,8,8,8,5,7,4
62,0,1,3,10,3,5,0,0.27,1,29,20,25,15,15,53,20,1,9,8,8,8,7,5,8,5,2,26,1,1,1,28989.00,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5,1,0,6,7,7,7,8,6,6,7
62,0,1,3,10,3,1,1,0.26,0,22,20,15,20,20,5,10,1,10,10,10,10,10,10,10,10,1,26,1,1,1,28989.00,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5,1,1,8,9,9,9,8,8,8,8
62,0,1,3,10,3,6,0,0.17,0,27,21,17,22,20,8,13,1,8,7,6,5,5,4,7,3,2,26,1,1,1,28989.00,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5,1,0,6,7,7,5,6,6,6,5
62,0,1,3,10,3,7,1,0.31,0,28,50,10,30,10,0,0,1,8,6,8,6,7,,7,4,2,26,1,1,1,28989.00,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5,1,1,8,8,8,8,8,8,8,8
62,0,1,3,10,3,2,0,0.37,0,26,25,10,20,20,15,10,0,8,6,7,5,6,7,7,2,2,26,1,1,1,28989.00,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5,1,0,7,7,8,7,8,7,7,7
62,0,1,3,10,3,10,0,0.14,0,21,60,15,0,15,0,10,0,10,6,8,10,6,,9,0,2,26,1,1,1,28989.00,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5,1,0,7,8,8,7,8,8,8,8
62,0,1,3,10,3,9,0,0.33,0,22,21,20,19,20,10,10,1,7,7,7,7,7,7,7,5,2,26,1,1,1,28989.00,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5,1,0,7,7,6,6,7,7,7,7
62,0,1,3,10,3,3,0,0.14,0,22,30,10,20,30,0,10,1,7,7,7,6,5,5,7,6,2,26,1,1,1,28989.00,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5,1,0,7,8,8,7,9,7,7,8
62,0,1,3,10,3,8,1,0.21,0,25,30,0,30,30,10,0,1,10,9,9,9,7,8,9,6,2,26,1,1,1,28989.00,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5,1,1,6,8,8,7,7,8,7,7
62,0,1,3,10,3,4,0,0.26,0,24,20,20,20,20,10,10,1,6,5,6,4,5,5,6,5,2,26,1,1,1,28989.00,2,7,2,8,5,7,8,6,6,7,7,7,7,3,2,9,7,9,9,2,5,1,0,7,7,8,6,8,6,6,7
63,0,1,3,10,2,4,0,0.17,0,29,20,25,15,15,53,20,0,2,6,7,5,6,4,5,6,2,24,1,1,3,50948.00,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,2,1,2,7,7,5,4,2,6,5
63,0,1,3,10,2,10,1,0.03,0,22,20,15,20,20,5,10,1,5,5,5,5,5,5,5,5,1,24,1,1,3,50948.00,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,2,1,7,7,7,5,5,5,7,5
63,0,1,3,10,2,5,0,0.41,0,27,21,17,22,20,8,13,0,4,7,7,6,5,3,6,5,2,24,1,1,3,50948.00,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,2,1,7,7,8,5,5,5,6,3
63,0,1,3,10,2,6,0,0.02,0,28,50,10,30,10,0,0,0,1,6,8,7,9,,5,3,2,24,1,1,3,50948.00,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,2,1,6,7,8,5,6,5,6,5
63,0,1,3,10,2,1,0,0.63,0,26,25,10,20,20,15,10,0,5,7,9,7,5,4,7,2,2,24,1,1,3,50948.00,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,2,1,6,6,9,8,8,5,8,4
63,0,1,3,10,2,9,0,-0.32,0,21,60,15,0,15,0,10,0,6,4,6,7,,,5,0,2,24,1,1,3,50948.00,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,2,0,1,7,5,3,5,1,1,1
63,0,1,3,10,2,8,0,0.21,0,22,21,20,19,20,10,10,0,5,8,8,5,7,6,6,6,2,24,1,1,3,50948.00,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,2,0,3,8,5,3,7,1,1,3
63,0,1,3,10,2,2,0,-0.23,0,22,30,10,20,30,0,10,0,4,8,7,6,7,5,2,7,2,24,1,1,3,50948.00,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,2,0,4,5,5,5,8,5,3,1
63,0,1,3,10,2,7,0,0.59,0,25,30,0,30,30,10,0,0,7,8,7,7,3,5,6,3,2,24,1,1,3,50948.00,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,2,0,3,8,8,7,8,3,5,5
63,0,1,3,10,2,3,0,0.16,0,24,20,20,20,20,10,10,0,5,6,6,7,6,5,5,5,2,24,1,1,3,50948.00,3,6,1,5,3,8,6,9,8,5,1,2,10,1,8,9,4,5,6,2,6,2,0,3,7,4,2,3,2,3,5
64,0,1,3,10,10,2,0,-0.07,0,29,20,25,15,15,53,20,0,4,6,6,5,4,4,4,5,2,27,11,6,3,38022.00,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3,2,1,7,7,8,6,8,5,7,5
64,0,1,3,10,10,8,0,0.39,0,22,20,15,20,20,5,10,0,6,6,8,6,7,6,6,5,2,27,11,6,3,38022.00,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3,2,1,7,7,7,6,5,5,6,5
64,0,1,3,10,10,3,0,0.03,0,27,21,17,22,20,8,13,0,3,4,6,3,7,2,4,0,2,27,11,6,3,38022.00,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3,2,0,4,5,7,4,5,3,4,2
64,0,1,3,10,10,4,0,-0.18,0,28,50,10,30,10,0,0,0,4,6,8,4,9,1,4,3,2,27,11,6,3,38022.00,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3,2,1,7,7,8,6,4,4,7,5
64,0,1,3,10,10,9,0,0.34,0,26,25,10,20,20,15,10,0,6,6,9,6,6,5,6,2,2,27,11,6,3,38022.00,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3,2,0,5,6,8,6,8,4,5,3
64,0,1,3,10,10,7,0,-0.05,0,21,60,15,0,15,0,10,0,7,7,9,8,8,5,6,0,2,27,11,6,3,38022.00,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3,2,1,5,6,6,4,7,5,6,4
64,0,1,3,10,10,6,0,0.07,0,22,21,20,19,20,10,10,0,6,7,8,4,7,6,5,5,2,27,11,6,3,38022.00,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3,2,1,6,6,7,6,6,6,6,4
64,0,1,3,10,10,10,0,-0.01,0,22,30,10,20,30,0,10,0,3,7,6,6,5,5,3,1,2,27,11,6,3,38022.00,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3,2,1,6,6,7,6,5,4,5,3
64,0,1,3,10,10,5,0,0.15,0,25,30,0,30,30,10,0,1,8,7,7,9,6,8,8,7,2,27,11,6,3,38022.00,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3,2,0,6,6,6,5,6,4,5,4
64,0,1,3,10,10,1,1,-0.17,0,24,20,20,20,20,10,10,1,6,6,7,5,6,5,6,7,2,27,11,6,3,38022.00,2,6,5,8,8,8,8,8,8,9,5,3,8,7,8,8,9,9,8,5,3,2,1,8,6,8,5,8,5,6,5
65,0,1,3,10,1,3,0,0.48,0,29,20,25,15,15,53,20,1,8,8,8,8,6,8,8,7,2,23,11,6,3,,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,10,0,6,7,8,7,8,6,6,6
65,0,1,3,10,1,9,0,-0.43,1,22,20,15,20,20,5,10,1,7,6,7,8,7,7,6,5,2,23,11,6,3,,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,10,0,6,7,7,7,7,6,6,5
65,0,1,3,10,1,4,0,0.65,0,27,21,17,22,20,8,13,0,6,7,6,7,5,3,6,5,2,23,11,6,3,,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,10,0,7,7,7,7,7,6,6,5
65,0,1,3,10,1,5,0,-0.2,0,28,50,10,30,10,0,0,0,5,6,5,8,6,2,5,4,2,23,11,6,3,,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,10,0,7,7,7,7,8,6,6,6
65,0,1,3,10,1,10,0,0.02,0,26,25,10,20,20,15,10,0,7,7,7,7,7,8,7,3,2,23,11,6,3,,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,10,0,7,7,8,7,7,6,6,5
65,0,1,3,10,1,8,0,-0.37,0,21,60,15,0,15,0,10,1,8,8,9,9,8,6,7,1,2,23,11,6,3,,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,10,0,5,7,7,5,7,5,5,4
65,0,1,3,10,1,7,0,0.45,0,22,21,20,19,20,10,10,0,5,7,7,7,6,7,7,7,2,23,11,6,3,,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,10,0,7,7,7,7,6,7,6,5
65,0,1,3,10,1,1,0,-0.63,0,22,30,10,20,30,0,10,0,6,8,7,7,6,5,6,5,2,23,11,6,3,,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,10,0,7,7,7,8,8,5,6,6
65,0,1,3,10,1,6,0,0.35,0,25,30,0,30,30,10,0,0,7,9,8,9,5,6,6,3,2,23,11,6,3,,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,10,0,7,7,7,7,7,5,6,6
65,0,1,3,10,1,2,0,0.5,1,24,20,20,20,20,10,10,1,6,7,6,8,6,5,6,7,2,23,11,6,3,,2,5,3,7,5,7,8,8,8,8,8,9,8,8,8,9,8,8,9,6,7,10,0,5,8,7,6,8,5,5,4
66,1,1,3,10,5,7,0,0.26,0,23,17,18,18,15,17,15,0,2,6,2,3,2,3,2,5,2,29,8,1,1,,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,3,1,7,6,6,7,9,5,6,6
66,1,1,3,10,4,6,0,0.23,0,22,10,20,20,20,15,15,0,8,7,7,7,7,7,8,7,2,29,8,1,1,,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,3,0,4,7,7,6,6,5,5,5
66,1,1,3,10,7,9,0,,0,,,,,,,,0,4,9,9,8,8,5,5,9,2,29,8,1,1,,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,3,1,5,8,8,,9,8,7,6
66,1,1,3,10,8,10,0,,0,,,,,,,,0,,,,,,,,,,29,8,1,1,,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,3,0,4,,,,,,,
66,1,1,3,10,6,8,1,0.16,0,29,5,20,25,15,15,20,1,9,10,10,5,,,8,5,2,29,8,1,1,,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,3,1,5,8,7,8,8,6,6,6
66,1,1,3,10,9,1,0,0.39,0,28,15,15,20,15,15,20,0,5,8,7,8,8,3,5,4,2,29,8,1,1,,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,3,0,3,6,,5,6,5,4,6
66,1,1,3,10,3,5,0,0.27,1,26,30,10,20,20,10,10,0,6,7,7,7,8,6,6,7,2,29,8,1,1,,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,3,1,9,8,8,8,7,5,8,5
66,1,1,3,10,2,4,0,0.17,0,24,5,15,45,25,0,10,1,2,7,7,5,4,2,6,5,2,29,8,1,1,,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,3,0,2,6,7,5,6,4,5,6
66,1,1,3,10,10,2,0,-0.07,0,27,10,25,25,10,10,20,1,7,7,8,6,8,5,7,5,2,29,8,1,1,,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,3,0,4,6,6,5,4,4,4,5
66,1,1,3,10,1,3,0,0.48,0,23,17,17,17,17,17,15,0,6,7,8,7,8,6,6,6,2,29,8,1,1,,2,6,4,4,2,3,6,4,3,3,6,4,8,6,4,8,4,6,4,2,5,3,1,8,8,8,8,6,8,8,7
67,1,1,3,10,5,3,0,-0.15,0,23,17,18,18,15,17,15,0,3,9,9,7,9,7,5,6,2,22,1,1,1,47559.00,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,1,1,8,8,7,7,7,5,7,5
67,1,1,3,10,4,2,0,-0.01,0,22,10,20,20,20,15,15,0,8,8,8,7,8,1,5,5,2,22,1,1,1,47559.00,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,1,0,5,10,7,5,4,1,5,1
67,1,1,3,10,7,5,0,,0,,,,,,,,1,7,7,8,5,,4,6,7,2,22,1,1,1,47559.00,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,1,0,,,,,,,,
67,1,1,3,10,8,6,0,,0,,,,,,,,0,,,,,,,,,,22,1,1,1,47559.00,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,1,0,,,,,,,,
67,1,1,3,10,6,4,0,0.03,1,29,5,20,25,15,15,20,0,7,10,10,3,,3,4,2,2,22,1,1,1,47559.00,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,1,0,6,6,5,10,7,6,6,5
67,1,1,3,10,9,7,0,-0.04,0,28,15,15,20,15,15,20,0,6,8,7,8,7,3,5,4,2,22,1,1,1,47559.00,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,1,0,0,6,5,4,3,2,1,5
67,1,1,3,10,3,1,1,0.26,0,26,30,10,20,20,10,10,1,8,9,9,9,8,8,8,8,1,22,1,1,1,47559.00,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,1,1,10,10,10,10,10,10,10,10
67,1,1,3,10,2,10,1,0.03,0,24,5,15,45,25,0,10,1,7,7,7,5,5,5,7,5,1,22,1,1,1,47559.00,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,1,1,5,5,5,5,5,5,5,5
67,1,1,3,10,10,8,0,0.39,0,27,10,25,25,10,10,20,1,7,7,7,6,5,5,6,5,2,22,1,1,1,47559.00,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,1,0,6,6,8,6,7,6,6,5
67,1,1,3,10,1,9,0,-0.43,1,23,17,17,17,17,17,15,0,6,7,7,7,7,6,6,5,2,22,1,1,1,47559.00,6,5,2,9,9,6,7,6,6,4,4,4,6,6,3,9,9,9,2,1,5,1,1,7,6,7,8,7,7,6,5
